points_id,latitude,longitude,formatted address,zip code,state,county,major_basin_name,minor_basin_name,pfaf_id,bws_cat1,bwd_cat1,iav_cat1,sev_cat1,gtd_cat1,rfr_cat1,cfr_cat1,drr_cat1,ucw_cat1,cep_cat1,udw_cat1,usa_cat1,rri_cat1,w_awr_def_qan_cat1,w_awr_def_qal_cat1,w_awr_def_rrr_cat1,w_awr_def_tot_cat1,w_awr_agr_qan_cat1,w_awr_agr_qal_cat1,w_awr_agr_rrr_cat1,w_awr_agr_tot_cat1,w_awr_che_qan_cat1,w_awr_che_qal_cat1,w_awr_che_rrr_cat1,w_awr_che_tot_cat1,w_awr_con_qan_cat1,w_awr_con_qal_cat1,w_awr_con_rrr_cat1,w_awr_con_tot_cat1,w_awr_elp_qan_cat1,w_awr_elp_qal_cat1,w_awr_elp_rrr_cat1,w_awr_elp_tot_cat1,w_awr_fnb_qan_cat1,w_awr_fnb_qal_cat1,w_awr_fnb_rrr_cat1,w_awr_fnb_tot_cat1,w_awr_min_qan_cat1,w_awr_min_qal_cat1,w_awr_min_rrr_cat1,w_awr_min_tot_cat1,w_awr_ong_qan_cat1,w_awr_ong_qal_cat1,w_awr_ong_rrr_cat1,w_awr_ong_tot_cat1,w_awr_smc_qan_cat1,w_awr_smc_qal_cat1,w_awr_smc_rrr_cat1,w_awr_smc_tot_cat1,w_awr_tex_qan_cat1,w_awr_tex_qal_cat1,w_awr_tex_rrr_cat1,w_awr_tex_tot_cat1,bws_cat,bwd_cat,iav_cat,sev_cat,gtd_cat,rfr_cat,cfr_cat,drr_cat,ucw_cat,cep_cat,udw_cat,usa_cat,rri_cat,w_awr_def_qan_cat,w_awr_def_qal_cat,w_awr_def_rrr_cat,w_awr_def_tot_cat,w_awr_agr_qan_cat,w_awr_agr_qal_cat,w_awr_agr_rrr_cat,w_awr_agr_tot_cat,w_awr_che_qan_cat,w_awr_che_qal_cat,w_awr_che_rrr_cat,w_awr_che_tot_cat,w_awr_con_qan_cat,w_awr_con_qal_cat,w_awr_con_rrr_cat,w_awr_con_tot_cat,w_awr_elp_qan_cat,w_awr_elp_qal_cat,w_awr_elp_rrr_cat,w_awr_elp_tot_cat,w_awr_fnb_qan_cat,w_awr_fnb_qal_cat,w_awr_fnb_rrr_cat,w_awr_fnb_tot_cat,w_awr_min_qan_cat,w_awr_min_qal_cat,w_awr_min_rrr_cat,w_awr_min_tot_cat,w_awr_ong_qan_cat,w_awr_ong_qal_cat,w_awr_ong_rrr_cat,w_awr_ong_tot_cat,w_awr_smc_qan_cat,w_awr_smc_qal_cat,w_awr_smc_rrr_cat,w_awr_smc_tot_cat,w_awr_tex_qan_cat,w_awr_tex_qal_cat,w_awr_tex_rrr_cat,w_awr_tex_tot_cat
167,45.54013598,-122.935916,"2300 NE Brookwood Pkwy, Hillsboro, OR 97124, USA",97124,OR,Washington County,Columbia and Northwestern United States,Tualatin,782200,0,0,0,0,-9999,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,-9999,0,0,2,0,3,0,0,0,2,1,0,1,2,3,0,1,1,0,0,0,2,1,0,1,2,3,0,1,2,1,1,1,2,1,0,0,0,0,0,0,2,1,1,1,2,0,1,0
168,28.65008911,-81.46578431,"1835 S Orange Blossom Trail, Apopka, FL 32703, USA",32703,FL,Orange County,"Gulf of Mexico, North Atlantic Coast",Upper St Johns,732560,3,1,2,0,1,2,1,1,0,1,0,0,0,3,0,0,1,3,0,0,1,3,0,1,1,3,0,0,1,3,0,1,2,3,0,1,2,3,0,1,1,3,0,1,0,3,0,1,1,3,0,1,1,1,0,2,0,-9999,0,0,2,0,3,0,0,0,2,1,0,1,2,3,0,1,1,0,0,0,2,1,0,1,2,3,0,1,2,1,1,1,2,1,0,0,0,0,0,0,2,1,1,1,2,0,1,0
169,35.34355701,-80.84519403,"10420 Harris Oaks Blvd # F, Charlotte, NC 28269, USA",28269,NC,Mecklenburg County,"Gulf of Mexico, North Atlantic Coast",Upper Catawba,732409,2,1,1,0,-9999,1,0,1,0,1,1,0,0,3,0,1,1,3,1,1,1,2,0,1,1,2,0,1,1,2,1,1,1,3,0,1,1,2,0,1,1,1,0,1,0,2,0,1,1,2,0,1,1,1,0,2,0,-9999,0,0,2,0,3,0,0,0,2,1,0,1,2,3,0,1,1,0,0,0,2,1,0,1,2,3,0,1,2,1,1,1,2,1,0,0,0,0,0,0,2,1,1,1,2,0,1,0
170,32.99958599,-96.72684698,"500 W Renner Rd, Richardson, TX 75080, USA",75080,TX,Dallas County,Gulf Coast,East Fork Trinity,751406,3,1,2,0,-9999,1,0,2,0,3,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,1,1,0,0,0,3,1,1,1,3,0,1,1,1,0,2,0,-9999,0,0,2,0,3,0,0,0,2,1,0,1,2,3,0,1,1,0,0,0,2,1,0,1,2,3,0,1,2,1,1,1,2,1,0,0,0,0,0,0,2,1,1,1,2,0,1,0
171,36.07635399,-79.96528304,"7628 Thorndike Rd, Greensboro, NC 27409, USA",27409,NC,Guilford County,"Gulf of Mexico, North Atlantic Coast",Deep,732180,3,1,2,0,-9999,0,0,1,0,1,0,0,0,3,0,1,1,3,0,1,2,2,0,1,1,3,0,1,1,3,0,1,1,3,0,1,2,2,0,1,1,1,0,1,0,3,0,1,1,3,0,1,1,3,1,2,0,-9999,1,0,2,0,3,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,1,1,0,0,0,3,1,1,1,3,0,1,1
172,44.09228601,-121.308271,"63140 Britta St Suite D104, Bend, OR 97703, USA",97703,OR,Deschutes County,Columbia and Northwestern United States,Upper Deschutes,782400,1,1,1,1,-9999,1,0,1,0,1,1,0,0,2,0,1,1,2,1,1,1,2,0,1,1,2,0,1,1,2,1,1,1,2,0,1,1,2,0,1,1,1,0,1,0,2,0,1,1,2,0,1,1,3,1,2,0,-9999,1,0,2,0,3,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,1,1,0,0,0,3,1,1,1,3,0,1,1
173,32.94981999,-96.83536304,"4350 N Beltwood Pkwy, Farmers Branch, TX 75244, USA",75244,TX,Dallas County,Gulf Coast,Elm Fork Trinity,751408,3,1,2,0,-9999,1,0,2,0,3,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,1,1,0,0,0,3,1,1,1,3,0,1,1,2,1,2,0,1,3,0,2,0,3,0,0,0,3,1,0,1,3,2,0,2,3,0,0,1,3,1,0,1,2,2,0,1,3,1,1,1,3,1,0,1,2,0,0,0,3,1,1,1,2,0,1,1
174,32.99958599,-96.72684698,"500 W Renner Rd, Richardson, TX 75080, USA",75080,TX,Dallas County,Gulf Coast,East Fork Trinity,751406,3,1,2,0,-9999,1,0,2,0,3,0,0,0,3,1,0,1,3,2,0,2,2,0,0,1,3,1,0,1,3,2,0,2,3,1,1,2,2,1,0,1,1,0,0,0,3,1,1,1,3,0,1,1,2,1,2,0,-9999,1,0,2,0,1,0,0,0,3,0,1,1,3,1,0,1,2,0,1,0,2,0,1,1,2,1,1,1,3,0,1,1,2,0,1,0,1,0,1,0,2,0,1,1,2,0,1,1
175,37.39166801,-121.923623,"2581 Junction Ave, San Jose, CA 95134, USA",95134,CA,Santa Clara County,California,Coyote,774300,1,0,2,2,-9999,3,1,1,0,4,0,0,0,3,1,0,1,3,3,0,2,3,0,0,1,3,1,0,1,3,3,0,2,3,2,1,1,3,1,0,1,3,0,0,0,3,1,1,1,3,1,1,1,4,4,2,0,3,0,0,2,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,1,1,4,0,1,3,4,1,1,3,4,0,1,4,3,0,1,1,3,0,1,0,4,0,1,2,4,0,1,2
176,42.42368095,-71.25111311,"152 Spring St, Lexington, MA 02421, USA",2421,MA,Middlesex County,Atlantic Ocean Seaboard,Charles,731190,2,1,0,0,-9999,2,1,1,0,4,0,0,0,2,1,0,1,2,3,0,1,2,0,1,1,2,1,0,1,2,3,1,1,2,2,1,1,2,1,1,1,2,0,1,0,2,1,1,1,2,1,1,1,2,1,3,0,-9999,0,0,2,0,1,0,0,0,3,0,0,1,3,1,0,2,2,0,1,0,3,0,0,1,2,1,1,1,3,0,1,1,2,0,1,0,1,0,1,0,3,0,1,1,2,0,1,1
177,40.76169001,-111.827531,"360 Wakara Way, Salt Lake City, UT 84108, USA",84108,UT,Salt Lake County,Great Basin,Jordan,773816,3,1,2,1,1,1,0,1,0,1,0,0,0,3,0,0,1,3,1,0,1,2,0,0,1,3,0,0,1,3,1,0,1,3,0,1,1,2,0,0,1,2,0,0,0,3,0,1,1,2,0,1,1,2,1,3,0,-9999,0,0,2,0,1,0,0,0,3,0,0,1,3,1,0,2,2,0,1,0,3,0,0,1,2,1,1,1,3,0,1,1,2,0,1,0,1,0,1,0,3,0,1,1,2,0,1,1
178,42.33995502,-71.62946156,"55 Bearfoot Rd, Northborough, MA 01532, USA",1532,MA,Worcester County,Atlantic Ocean Seaboard,Merrimack / Concord,731180,1,0,1,0,-9999,0,0,1,0,3,0,0,0,2,1,1,1,2,2,1,1,1,0,1,0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,2,1,3,0,-9999,0,0,2,0,1,0,0,0,3,0,0,1,3,1,0,2,2,0,1,0,3,0,0,1,2,1,1,1,3,0,1,1,2,0,1,0,1,0,1,0,3,0,1,1,2,0,1,1
179,42.63804312,-71.18653891,"350 Lowell St, Andover, MA 01810, USA",1810,MA,Essex County,Atlantic Ocean Seaboard,Merrimack / Concord,731180,1,0,1,0,-9999,0,0,1,0,3,0,0,0,2,1,1,1,2,2,1,1,1,0,1,0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,2,1,3,0,-9999,0,0,2,0,1,0,0,0,3,0,0,1,3,1,0,2,2,0,1,0,3,0,0,1,2,1,1,1,3,0,1,1,2,0,1,0,1,0,1,0,3,0,1,1,2,0,1,1
180,42.37111454,-71.21417245,"26 Seyon St, Waltham, MA 02453, USA",2453,MA,Middlesex County,Atlantic Ocean Seaboard,Charles,731190,2,1,0,0,-9999,2,1,1,0,4,0,0,0,2,1,0,1,2,3,0,1,2,0,1,1,2,1,0,1,2,3,1,1,2,2,1,1,2,1,1,1,2,0,1,0,2,1,1,1,2,1,1,1,2,1,3,0,-9999,0,0,2,0,1,0,0,0,3,0,0,1,3,1,0,2,2,0,1,0,3,0,0,1,2,1,1,1,3,0,1,1,2,0,1,0,1,0,1,0,3,0,1,1,2,0,1,1
181,37.37695098,-121.996801,"3070 Lawrence Expy, Santa Clara, CA 95051, USA",95051,CA,Santa Clara County,California,Coyote,774300,1,0,2,2,-9999,3,1,1,0,4,0,0,0,3,1,0,1,3,3,0,2,3,0,0,1,3,1,0,1,3,3,0,2,3,2,1,1,3,1,0,1,3,0,0,0,3,1,1,1,3,1,1,1,2,1,3,0,-9999,0,0,2,0,1,0,0,0,3,0,0,1,3,1,0,2,2,0,1,0,3,0,0,1,2,1,1,1,3,0,1,1,2,0,1,0,1,0,1,0,3,0,1,1,2,0,1,1
182,37.429151,-121.892904,"475 S Hillview Dr, Milpitas, CA 95035, USA",95035,CA,Santa Clara County,California,Coyote,774300,1,0,2,2,-9999,3,1,1,0,4,0,0,0,3,1,0,1,3,3,0,2,3,0,0,1,3,1,0,1,3,3,0,2,3,2,1,1,3,1,0,1,3,0,0,0,3,1,1,1,3,1,1,1,2,1,3,0,-9999,0,0,2,0,1,0,0,0,3,0,0,1,3,1,0,2,2,0,1,0,3,0,0,1,2,1,1,1,3,0,1,1,2,0,1,0,1,0,1,0,3,0,1,1,2,0,1,1
183,34.41938,-119.69905,"729 State St, Santa Barbara, CA 93101, USA",93101,CA,Santa Barbara County,California,Santa Barbara Coastal,774170,4,4,2,1,-9999,1,0,1,0,4,0,0,0,4,1,0,3,4,3,0,4,3,0,0,1,4,1,0,3,4,3,0,3,4,2,1,4,3,1,0,1,3,0,0,0,4,1,1,3,4,1,1,2,3,1,3,0,-9999,0,0,2,0,2,0,0,0,3,0,0,2,4,1,0,2,2,0,1,1,3,0,1,1,3,1,1,2,4,1,1,2,2,0,1,1,2,0,1,0,3,0,1,1,3,0,1,1
184,38.99080555,-76.85121146,"8900 Greenbelt Rd, Lanham, MD 20706, USA",20706,MD,Prince George's County,"United States, North Atlantic Coast",Middle Potomac / Anacostia / Occoquan,731700,1,0,1,1,1,0,0,2,0,4,0,0,0,1,1,0,1,2,3,0,1,1,0,0,0,1,1,0,0,1,3,0,1,2,2,1,1,1,1,0,0,1,0,0,0,2,1,1,1,1,1,1,0,3,1,1,1,-9999,1,0,1,0,2,0,0,0,3,0,1,1,3,1,1,2,2,0,1,1,3,0,1,1,3,1,1,1,3,0,1,2,2,0,1,1,1,0,1,0,3,0,1,1,3,0,1,1
185,37.39625601,-121.930997,"2911 Zanker Rd #2901, San Jose, CA 95134, USA",95134,CA,Santa Clara County,California,Coyote,774300,1,0,2,2,-9999,3,1,1,0,4,0,0,0,3,1,0,1,3,3,0,2,3,0,0,1,3,1,0,1,3,3,0,2,3,2,1,1,3,1,0,1,3,0,0,0,3,1,1,1,3,1,1,1,3,1,1,1,-9999,1,0,1,0,2,0,0,0,3,0,1,1,3,1,1,2,2,0,1,1,3,0,1,1,3,1,1,1,3,0,1,2,2,0,1,1,1,0,1,0,3,0,1,1,3,0,1,1
186,40.74282281,-74.17625934,"321 Dr Martin Luther King Jr Blvd, Newark, NJ 07102, USA",7102,NJ,Essex County,"United States, North Atlantic Coast",Hackensack / Passaic,731502,0,0,3,1,-9999,0,0,1,0,3,0,0,0,0,1,0,0,2,3,0,1,0,0,0,0,1,1,0,0,1,3,0,0,1,2,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,3,1,1,1,-9999,1,0,1,0,2,0,0,0,3,0,1,1,3,1,1,2,2,0,1,1,3,0,1,1,3,1,1,1,3,0,1,2,2,0,1,1,1,0,1,0,3,0,1,1,3,0,1,1
187,43.1028893,-76.04634743,"85 Collamer Crossing Pkwy, East Syracuse, NY 13057, USA",13057,NY,Onondaga County,St Lawrence,Seneca,725540,0,0,1,1,-9999,1,0,1,0,3,1,0,0,0,1,1,0,0,2,1,1,0,0,1,0,0,1,1,0,0,2,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,3,1,1,1,-9999,1,0,1,0,2,0,0,0,3,0,1,1,3,1,1,2,2,0,1,1,3,0,1,1,3,1,1,1,3,0,1,2,2,0,1,1,1,0,1,0,3,0,1,1,3,0,1,1
188,37.39695498,-121.922422,"683 River Oaks Pkwy, San Jose, CA 95131, USA",95131,CA,Santa Clara County,California,Coyote,774300,1,0,2,2,-9999,3,1,1,0,4,0,0,0,3,1,0,1,3,3,0,2,3,0,0,1,3,1,0,1,3,3,0,2,3,2,1,1,3,1,0,1,3,0,0,0,3,1,1,1,3,1,1,1,4,3,3,1,1,0,0,1,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,0,1,4,0,0,2,3,1,0,3,4,0,1,3,3,0,0,1,2,0,0,0,4,0,1,2,4,0,1,1
189,38.47996795,-122.7105725,"1400 Fountaingrove Pkwy, Santa Rosa, CA 95403, USA",95403,CA,Sonoma County,California,Russian,774500,2,1,2,1,-9999,2,1,1,0,4,0,0,0,3,1,0,2,3,3,0,2,3,0,1,1,3,1,0,2,3,3,1,2,3,2,1,2,3,1,1,1,3,0,1,0,3,1,1,2,3,1,1,1,4,3,3,1,1,0,0,1,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,0,1,4,0,0,2,3,1,0,3,4,0,1,3,3,0,0,1,2,0,0,0,4,0,1,2,4,0,1,1
190,41.94654478,-71.13411363,"200 John Hancock Rd, Taunton, MA 02780, USA",2780,MA,Bristol County,Atlantic Ocean Seaboard,Narragansett,731190,2,1,0,0,-9999,2,1,1,0,4,0,0,0,2,1,0,1,2,3,0,1,2,0,1,1,2,1,0,1,2,3,1,1,2,2,1,1,2,1,1,1,2,0,1,0,2,1,1,1,2,1,1,1,4,3,3,1,1,0,0,1,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,0,1,4,0,0,2,3,1,0,3,4,0,1,3,3,0,0,1,2,0,0,0,4,0,1,2,4,0,1,1
191,41.95963375,-71.12752679,"695 Myles Standish Blvd Bldg 2 Lot 36, Taunton, MA 02780, USA",2780,MA,Bristol County,Atlantic Ocean Seaboard,Narragansett,731190,2,1,0,0,-9999,2,1,1,0,4,0,0,0,2,1,0,1,2,3,0,1,2,0,1,1,2,1,0,1,2,3,1,1,2,2,1,1,2,1,1,1,2,0,1,0,2,1,1,1,2,1,1,1,4,3,3,1,1,0,0,1,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,0,1,4,0,0,2,3,1,0,3,4,0,1,3,3,0,0,1,2,0,0,0,4,0,1,2,4,0,1,1
192,40.86555399,-73.99386996,"1 Willow Tree Rd, Leonia, NJ 07605, USA",7605,NJ,Bergen County,"United States, North Atlantic Coast",Hackensack / Passaic,731501,2,0,3,0,-9999,0,1,1,0,4,0,0,0,2,1,0,1,3,3,0,2,2,0,0,1,2,1,0,1,2,3,0,1,2,2,1,1,2,1,0,0,2,0,0,0,2,1,1,1,2,1,1,1,4,3,3,1,1,0,0,1,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,0,1,4,0,0,2,3,1,0,3,4,0,1,3,3,0,0,1,2,0,0,0,4,0,1,2,4,0,1,1
193,32.34785698,-111.079453,"7755 N Casa Grande Hwy, Tucson, AZ 85743, USA",85743,AZ,Pima County,"North America, Colorado",Upper Santa Cruz,772240,4,4,3,1,2,0,0,1,0,2,0,0,0,4,0,1,3,4,1,1,3,3,0,1,1,4,0,1,3,4,1,1,3,4,1,1,4,3,0,1,1,3,0,1,1,4,0,1,2,4,0,1,2,4,3,3,1,1,0,0,1,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,0,1,4,0,0,2,3,1,0,3,4,0,1,3,3,0,0,1,2,0,0,0,4,0,1,2,4,0,1,1
194,37.689675,-121.77668,"866 N M St, Livermore, CA 94551, USA",94551,CA,Alameda County,California,San Francisco Bay,774300,1,0,2,2,-9999,3,1,1,0,4,0,0,0,3,1,0,1,3,3,0,2,3,0,0,1,3,1,0,1,3,3,0,2,3,2,1,1,3,1,0,1,3,0,0,0,3,1,1,1,3,1,1,1,4,3,3,1,1,0,0,1,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,0,1,4,0,0,2,3,1,0,3,4,0,1,3,3,0,0,1,2,0,0,0,4,0,1,2,4,0,1,1
195,37.47846199,-121.947605,"4038 Clipper Ct, Fremont, CA 94538, USA",94538,CA,Alameda County,California,Coyote,774300,1,0,2,2,-9999,3,1,1,0,4,0,0,0,3,1,0,1,3,3,0,2,3,0,0,1,3,1,0,1,3,3,0,2,3,2,1,1,3,1,0,1,3,0,0,0,3,1,1,1,3,1,1,1,4,4,3,1,2,0,0,1,0,2,0,0,0,4,0,1,3,4,1,1,3,3,0,1,1,4,0,1,3,4,1,1,3,4,1,1,4,3,0,1,1,3,0,1,1,4,0,1,2,4,0,1,2
196,42.57082344,-71.37993071,"16 Maple Rd, Chelmsford, MA 01824, USA",1824,MA,Middlesex County,Atlantic Ocean Seaboard,Merrimack / Concord,731180,1,0,1,0,-9999,0,0,1,0,3,0,0,0,2,1,1,1,2,2,1,1,1,0,1,0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,4,4,4,1,1,0,0,1,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,0,1,4,0,0,3,4,1,0,3,4,0,1,3,3,0,0,1,3,0,0,0,4,0,1,2,4,0,1,1
197,33.63051909,-117.8737213,"45 Sea Island Dr, Newport Beach, CA 92660, USA",92660,CA,Orange County,California,Newport Bay,774150,4,4,4,1,-9999,2,0,1,0,4,0,0,0,4,1,0,4,4,3,0,4,4,0,0,2,4,1,0,3,4,3,0,4,4,2,1,4,4,1,0,2,3,0,0,1,4,1,1,3,4,1,1,2,4,4,4,1,1,0,0,1,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,0,1,4,0,0,3,4,1,0,3,4,0,1,3,3,0,0,1,3,0,0,0,4,0,1,2,4,0,1,1
198,28.44444398,-81.459395,"5610 W Sand Lake Rd, Orlando, FL 32819, USA",32819,FL,Orange County,"Gulf of Mexico, North Atlantic Coast",Kissimmee,732574,2,1,2,1,1,1,0,1,0,0,0,0,0,3,0,0,1,3,0,0,1,2,0,1,1,2,0,0,1,2,0,1,1,3,0,1,1,2,0,1,0,1,0,1,0,3,0,1,1,2,0,1,1,4,4,4,1,1,0,0,1,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,0,1,4,0,0,3,4,1,0,3,4,0,1,3,3,0,0,1,3,0,0,0,4,0,1,2,4,0,1,1
199,28.44444398,-81.459395,"5610 W Sand Lake Rd, Orlando, FL 32819, USA",32819,FL,Orange County,"Gulf of Mexico, North Atlantic Coast",Kissimmee,732574,2,1,2,1,1,1,0,1,0,0,0,0,0,3,0,0,1,3,0,0,1,2,0,1,1,2,0,0,1,2,0,1,1,3,0,1,1,2,0,1,0,1,0,1,0,3,0,1,1,2,0,1,1,4,4,4,1,1,0,0,1,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,0,1,4,0,0,3,4,1,0,3,4,0,1,3,3,0,0,1,3,0,0,0,4,0,1,2,4,0,1,1
200,37.414079,-121.948479,"80 Rose Orchard Way, San Jose, CA 95134, USA",95134,CA,Santa Clara County,California,Coyote,774300,1,0,2,2,-9999,3,1,1,0,4,0,0,0,3,1,0,1,3,3,0,2,3,0,0,1,3,1,0,1,3,3,0,2,3,2,1,1,3,1,0,1,3,0,0,0,3,1,1,1,3,1,1,1,4,4,4,1,1,0,0,1,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,0,1,4,0,0,3,4,1,0,3,4,0,1,3,3,0,0,1,3,0,0,0,4,0,1,2,4,0,1,1
201,37.39293402,-121.885132,"1873, 1750 Automation Pkwy, San Jose, CA 95131, USA",95131,CA,Santa Clara County,California,Coyote,774300,1,0,2,2,-9999,3,1,1,0,4,0,0,0,3,1,0,1,3,3,0,2,3,0,0,1,3,1,0,1,3,3,0,2,3,2,1,1,3,1,0,1,3,0,0,0,3,1,1,1,3,1,1,1,4,4,4,1,1,0,0,1,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,0,1,4,0,0,3,4,1,0,3,4,0,1,3,3,0,0,1,3,0,0,0,4,0,1,2,4,0,1,1
202,37.37902802,-121.93282,"80 W Tasman Dr, San Jose, CA 95131",95131,CA,Santa Clara County,California,Coyote,774300,1,0,2,2,-9999,3,1,1,0,4,0,0,0,3,1,0,1,3,3,0,2,3,0,0,1,3,1,0,1,3,3,0,2,3,2,1,1,3,1,0,1,3,0,0,0,3,1,1,1,3,1,1,1,4,4,4,1,1,0,0,1,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,0,1,4,0,0,3,4,1,0,3,4,0,1,3,3,0,0,1,3,0,0,0,4,0,1,2,4,0,1,1
203,42.63612349,-71.31626119,"100 Chelmsford St, Lowell, MA 01851, USA",1851,MA,Middlesex County,Atlantic Ocean Seaboard,Merrimack / Concord,731180,1,0,1,0,-9999,0,0,1,0,3,0,0,0,2,1,1,1,2,2,1,1,1,0,1,0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,4,4,4,1,1,0,0,1,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,0,1,4,0,0,3,4,1,0,3,4,0,1,3,3,0,0,1,3,0,0,0,4,0,1,2,4,0,1,1
204,32.929213,-96.75335098,"13544 N Central Expy, Dallas, TX 75243, USA",75243,TX,Dallas County,Gulf Coast,Upper Trinity,751407,1,0,2,0,-9999,0,0,2,0,3,0,0,0,2,1,0,1,2,3,0,1,1,0,0,0,2,1,0,1,2,3,0,1,2,1,1,1,2,1,0,0,0,0,0,0,2,1,1,1,2,0,1,0,4,4,4,1,1,0,0,1,0,1,0,0,0,4,0,0,3,4,1,0,3,3,0,0,1,4,0,0,3,4,1,0,3,4,0,1,3,3,0,0,1,3,0,0,0,4,0,1,2,4,0,1,1
205,33.69888166,-96.59621835,"US-75, Sherman, TX 75090, USA",75090,TX,Grayson County,Mississippi - Missouri,Bois D Arc / Island,742250,0,0,2,0,-9999,0,0,2,0,2,1,0,0,0,1,1,0,1,2,1,1,0,0,1,0,0,1,1,0,0,2,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,3,1,2,1,1,1,0,1,0,1,0,0,0,3,0,0,1,3,1,0,1,2,0,0,1,3,0,0,1,3,1,0,1,3,0,1,1,2,0,0,1,2,0,0,0,3,0,1,1,2,0,1,1
206,32.929213,-96.75335098,"13544 N Central Expy, Dallas, TX 75243, USA",75243,TX,Dallas County,Gulf Coast,Upper Trinity,751407,1,0,2,0,-9999,0,0,2,0,3,0,0,0,2,1,0,1,2,3,0,1,1,0,0,0,2,1,0,1,2,3,0,1,2,1,1,1,2,1,0,0,0,0,0,0,2,1,1,1,2,0,1,0,3,1,2,1,-9999,1,0,1,0,1,0,0,0,3,0,0,1,3,1,0,2,2,0,0,1,3,0,0,1,3,1,0,1,3,0,1,2,2,0,0,1,1,0,0,0,3,0,1,1,3,0,1,1
207,43.64236686,-70.32269804,"333 Western Ave, South Portland, ME 04106",4106,ME,Cumberland County,Atlantic Ocean Seaboard,Presumpscot,731150,1,0,0,0,-9999,3,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,2,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,1,2,1,-9999,1,0,1,0,1,0,0,0,3,0,0,1,3,1,0,2,2,0,0,1,3,0,0,1,3,1,0,1,3,0,1,2,2,0,0,1,1,0,0,0,3,0,1,1,3,0,1,1
208,32.929213,-96.75335098,"13544 N Central Expy, Dallas, TX 75243, USA",75243,TX,Dallas County,Gulf Coast,Upper Trinity,751407,1,0,2,0,-9999,0,0,2,0,3,0,0,0,2,1,0,1,2,3,0,1,1,0,0,0,2,1,0,1,2,3,0,1,2,1,1,1,2,1,0,0,0,0,0,0,2,1,1,1,2,0,1,0,4,4,4,1,-9999,2,0,1,0,4,0,0,0,4,1,0,4,4,3,0,4,4,0,0,2,4,1,0,3,4,3,0,4,4,2,1,4,4,1,0,2,3,0,0,1,4,1,1,3,4,1,1,2
209,32.929213,-96.75335098,"13544 N Central Expy, Dallas, TX 75243, USA",75243,TX,Dallas County,Gulf Coast,Upper Trinity,751407,1,0,2,0,-9999,0,0,2,0,3,0,0,0,2,1,0,1,2,3,0,1,1,0,0,0,2,1,0,1,2,3,0,1,2,1,1,1,2,1,0,0,0,0,0,0,2,1,1,1,2,0,1,0,4,4,4,1,-9999,2,0,1,0,4,0,0,0,4,1,0,4,4,3,0,4,4,0,0,2,4,1,0,3,4,3,0,4,4,2,1,4,4,1,0,2,3,0,0,1,4,1,1,3,4,1,1,2
